PID,Year Built,SalePrice,Fireplaces,Bedroom AbvGr,Overall Qual,Gr Liv Area,Lot Area,Pool Area
527214060,2006,535000,1,4,10,2698,16052,0
527216010,2005,401179,1,4,9,2795,15922,0
527216050,2006,438780,1,3,10,2945,13682,0
527226010,1948,169000,1,2,5,2320,14762,0
527250040,1955,145000,0,3,5,1056,34650,0
527252090,2005,318000,1,2,9,1714,8147,0
527254070,2005,319000,1,3,8,1826,11302,0
527256120,2005,470000,2,3,9,2000,18261,0
527301010,1984,202500,0,3,7,1621,14145,0
527302080,1988,229000,0,4,7,2183,13837,0
527325160,1977,235000,1,3,7,2263,16659,0
527327080,1976,190000,1,3,6,1574,18800,0
527328010,1980,169000,1,2,6,1102,10464,0
527354040,1988,241500,1,3,7,1872,10400,0
527355060,1978,188900,1,4,7,1857,10530,0
527355280,1980,207500,1,3,6,1686,10240,0
527356020,1978,250000,2,5,7,2784,16692,519
527356060,1975,179900,1,3,6,1552,11475,0
527358090,1976,172000,1,2,7,1083,9927,0
527365010,2005,294323,1,3,7,2318,9512,0
527375160,1975,184500,1,3,6,1875,10530,0
527376090,1975,153500,0,3,5,1074,10140,0
527376110,1976,162900,1,4,7,1664,10140,0
527377030,1974,181000,1,3,6,1309,10140,648
527378010,1974,155000,0,3,6,1103,10000,0
527402210,1969,138800,0,3,5,1096,15870,0
527402380,1970,116050,0,3,4,864,9353,0
527403120,1971,88000,0,3,4,858,8125,0
527404180,1971,97500,0,3,4,874,7200,0
527427210,2002,190000,0,2,6,1419,8773,0
527450010,1973,105500,0,3,6,1092,2760,0
527450080,1973,125500,1,3,5,1365,2160,0
527450210,1973,83000,0,2,6,987,1953,0
527450460,1972,116000,0,3,6,1030,1890,0
527451200,1971,91500,0,3,6,1218,1680,0
527451380,1972,118000,0,3,6,1218,1680,0
527451450,1972,89000,0,2,6,948,1680,0
527451460,1972,108000,0,3,6,1092,1680,0
527451520,1972,94500,1,2,6,987,1680,0
527452070,1975,146300,1,2,6,1069,4043,0
527452290,1967,145000,1,3,5,1387,7514,0
527452310,1967,123000,1,3,5,900,7838,0
527453070,1976,137500,0,2,7,1055,2280,0
527455100,1976,144000,1,3,6,1456,2179,0
528102010,2004,315000,1,3,9,1980,16737,0
528102080,2006,412083,1,4,9,2589,16387,0
528106010,2006,342643,0,4,9,2596,16259,0
528106120,2004,252000,1,2,8,1618,16163,0
528110050,2006,465000,1,2,10,2076,13891,0
528112010,2006,293000,0,4,7,1740,12228,0
528114010,2005,415000,1,2,9,1868,14780,0
528116030,2004,326000,1,3,9,1850,16033,0
528118010,2005,325300,1,4,8,2376,14215,0
528118020,2004,309000,1,4,8,2452,13418,0
528118110,2005,300000,1,4,9,2206,13975,0
528120110,2005,275500,1,3,8,2098,10240,0
528120140,2005,338500,1,3,9,2091,9942,0
528138030,2005,345000,2,4,9,2324,11924,0
528142010,2005,344133,1,3,8,2253,12867,0
528142060,2006,298236,1,4,8,2389,10672,0
528142070,2005,329900,1,4,8,2358,11643,0
528142110,2003,360000,3,3,9,1944,12378,0
528144030,2006,281000,1,3,8,1970,11065,0
528150080,2005,372397,1,2,9,1792,13758,0
528150090,2004,378000,1,2,9,1780,14828,0
528164040,2003,374000,1,2,9,1792,11846,0
528170040,2005,437154,2,4,9,2728,20431,0
528172020,2005,275000,1,3,8,1904,10927,0
528172150,2004,279000,1,3,8,1914,13215,0
528174080,2005,185850,1,2,7,1364,7052,0
528180080,2005,282500,1,2,9,1565,5911,0
528181030,2005,202500,1,2,7,1368,6955,0
528181040,2005,202665,1,2,7,1368,6792,0
528186100,2006,332200,1,1,9,1686,7740,0
528186110,2006,310090,1,2,9,1666,6373,0
528188040,2003,171750,1,2,7,1405,3136,0
528218030,2005,169990,1,3,6,1316,10237,0
528218060,2005,170440,1,3,6,1456,10237,0
528218080,2006,169985,0,3,7,1492,10237,0
528218130,2006,179665,1,3,7,1496,17104,0
528218140,2006,219210,1,4,7,1863,14054,0
528221010,2006,174190,0,3,6,1326,11660,0
528221100,2006,172785,0,3,6,1456,15578,0
528222010,2004,258000,1,4,8,2373,11631,0
528222020,2006,185101,0,3,7,1492,9073,0
528228280,2006,210250,1,2,7,1364,3087,0
528228325,2003,234000,1,2,7,1557,3196,0
528228340,2003,215000,1,2,8,1456,3196,0
528228360,2002,246990,1,2,7,1511,2938,0
528228415,2004,178740,1,2,7,1414,3072,0
528228430,2004,225000,1,2,7,1548,3072,0
528228545,2005,167240,0,2,7,1248,3010,0
528228550,2005,156820,0,2,7,1142,3010,0
528228565,2005,213490,1,2,7,1506,3013,0
528228575,2006,264561,1,1,8,1567,3982,0
528228580,2006,246578,1,2,7,1500,4045,0
528231050,2005,192140,1,4,5,1838,21930,0
528235050,2002,183200,1,3,6,1509,7861,0
528235130,2004,178000,1,3,8,1414,9056,0
528235190,2004,201490,1,3,7,1598,9171,0
528240080,2000,230500,1,3,8,1936,11194,0
528250060,2003,180000,1,3,7,1509,7875,0
528275060,2000,172400,1,3,6,1664,8121,0
528275080,2000,215000,1,3,6,1889,8658,0
528280100,1998,199900,1,4,7,1886,11214,0
528290140,2000,173000,1,3,6,1671,10852,0
528292080,2006,287602,0,4,7,2322,12104,0
528294070,1999,230000,1,4,7,2291,8738,0
528315030,1997,348000,1,3,8,2392,9452,0
528315070,1998,286000,1,3,8,1976,9660,0
528315080,2000,300000,1,3,8,2234,9545,0
528320060,1995,625000,1,4,10,3627,35760,0
528327010,2000,405000,1,4,9,2855,9233,0
528344060,1998,280000,1,3,8,1924,12011,0
528348010,1998,258000,1,4,8,2263,12090,0
528358030,1995,350000,1,4,8,2726,10019,0
528360050,1993,584500,1,4,9,3500,17242,0
528363070,1994,321000,1,4,8,2494,10236,0
528365090,1994,290000,1,4,8,2526,10120,0
528366040,1993,315000,1,3,8,2799,12585,0
528429060,2005,252000,1,3,8,1964,12447,0
528429100,2006,336820,1,2,8,1670,15218,0
528429120,2005,423000,1,1,8,2097,20896,0
528429130,2006,290000,1,3,8,1660,10182,0
528439030,2005,232000,0,3,7,1616,8688,0
528445010,2006,199000,0,3,8,1504,10936,0
528456200,2006,198600,0,2,8,1278,8640,0
528477010,2006,405749,1,3,9,2640,13162,0
528477030,2006,232600,1,3,8,1489,11216,0
528480070,2006,266000,1,3,8,1939,10728,0
528480100,2005,186500,0,3,7,1553,8125,0
528480110,2005,200825,0,3,6,1716,8125,0
528480150,2006,197000,0,3,7,1576,8125,0
528488110,2006,185000,0,2,6,1262,7200,0
528488120,2005,176000,1,3,7,1266,7500,0
528488130,2006,187750,1,2,7,1301,7200,0
531363080,2005,139500,0,3,6,1142,7733,0
531367010,2005,186800,0,3,7,1400,11024,0
531375060,2005,132000,0,3,6,1131,13072,0
531375070,2005,142500,0,3,6,1141,13072,0
531375100,2004,158000,0,3,6,1158,13072,0
531376030,2005,184000,0,3,7,1686,7800,0
531376050,2005,184900,0,3,7,1585,7632,0
531379030,1997,187000,0,3,6,1837,8304,0
531450040,1992,175900,0,3,6,1603,7153,0
531451290,1992,248500,0,3,6,1731,9370,0
531452080,1990,172000,0,2,6,1398,7175,0
531452100,1991,151000,0,2,6,1217,7175,0
531452210,1994,150000,0,3,6,1320,9019,0
531478010,1966,107000,0,2,4,1056,8900,0
531479030,1965,119900,0,3,5,965,7800,0
532351060,1962,129500,0,3,5,988,9100,0
532351090,1963,125000,0,6,5,1728,9100,0
532351150,1977,119500,0,4,6,1654,8927,0
532353030,1962,144000,1,2,5,1211,9240,0
532353180,1977,151000,1,3,6,1212,8471,0
532376080,1965,126000,0,3,5,984,9308,0
532376180,1968,116000,0,3,5,909,8450,0
532376250,1963,133500,0,2,5,925,8638,0
532378050,1965,120875,0,3,5,1024,13052,0
532378070,1965,137000,0,3,5,935,13526,0
532378130,1964,124000,0,3,5,912,8020,0
532378160,1961,135000,1,3,5,1236,6993,0
532378220,1967,129200,1,3,5,941,8789,0
532476050,1974,260000,4,3,7,2646,14330,800
533110130,1991,260000,1,4,8,2417,16059,0
533125120,1992,334000,3,3,8,2826,11025,0
533127080,1993,310000,1,5,8,2520,14541,0
533128030,1992,268000,1,4,7,2295,13346,0
533128090,1994,262000,1,2,8,1624,12461,0
533206040,2004,176400,1,1,7,1143,3628,0
533208050,2005,197000,1,1,8,1247,3316,0
533212100,2005,151000,0,2,7,1200,3180,0
533212110,2005,147400,0,2,7,1223,2544,0
533212120,2005,149900,0,2,7,1223,2544,0
533212130,2005,144152,0,2,7,1200,3180,0
533221080,2000,166000,0,2,6,1524,2998,0
533223010,1999,183900,0,3,7,1452,3735,0
533223080,2000,165000,0,3,7,1382,2651,0
533223110,2003,139000,0,2,7,1080,4447,0
533241010,1997,200000,1,3,7,1694,8314,0
533242030,2001,221000,1,3,8,1568,7180,0
533250130,1995,270000,1,2,8,1494,9549,0
533252020,1977,165000,1,3,6,1208,11250,0
533253030,1980,214000,3,1,8,1235,3760,0
533253050,1980,188000,1,1,8,1036,3640,0
533253090,1980,190000,1,1,8,1226,3874,0
533253160,1978,170000,1,1,8,1226,3876,0
533350050,1981,385000,1,0,9,1842,50271,0
534125210,1972,146500,0,2,5,1193,13110,0
534126060,1968,170000,1,4,7,1920,10192,0
534127190,1968,262500,1,3,7,2156,20781,0
534127270,1968,179900,1,3,6,1416,11700,0
534128210,1968,250000,1,4,6,2654,11029,0
534129230,1972,165150,1,4,6,1790,10400,0
534175100,1967,164500,0,3,7,1334,10140,0
534176250,1969,140000,0,3,7,1164,9600,0
534201130,1967,135500,0,3,5,980,9750,0
534201230,1968,142000,0,3,5,1051,9600,0
534201250,1968,155000,0,4,5,1770,8640,0
534201260,1968,157500,1,2,6,976,9360,0
534201280,1968,138500,0,3,5,1052,8400,0
534201300,1968,140000,0,3,5,898,8400,0
534202020,1966,124400,0,3,5,1051,9759,0
534202180,1967,158000,0,3,5,1141,9600,0
534226060,1965,146000,0,1,5,1200,9230,0
534250300,1971,190000,1,4,6,1993,14803,0
534275010,1961,136500,0,3,5,1050,10659,0
534276010,1958,129900,0,3,5,864,9100,0
534276230,1959,145000,0,4,5,1712,8393,0
534400120,1965,185900,2,3,6,1565,8800,0
534403280,1964,160000,2,3,6,1251,8800,0
534403400,1964,167000,1,3,6,1488,10368,0
534403440,1964,157500,1,4,5,1440,9350,0
534427090,1958,140000,0,2,6,1095,10382,0
534428060,1958,150000,0,3,5,1053,8973,0
534429130,1960,151500,0,3,5,1248,10800,0
534430050,1934,129800,1,2,6,816,8550,0
534430110,1954,137000,1,2,5,1008,11425,0
534431030,1947,137000,1,2,5,1043,9724,0
534451050,1946,121600,0,3,4,1230,4712,0
534451120,1923,85500,0,2,4,869,5900,0
534451130,1926,79900,0,1,4,747,5825,0
534453150,1908,127000,0,3,5,1252,7438,0
534455080,1961,161000,1,3,5,1433,9600,0
534475160,1952,146500,1,2,5,1624,10858,0
534476100,1951,135000,0,3,5,1216,9600,0
534477030,1951,137900,0,4,5,2136,10680,0
534479130,1941,133000,2,3,6,1578,9490,0
534479240,1949,137000,1,3,5,1728,9462,0
534479300,1954,121000,0,2,5,936,9888,0
535101110,1967,119000,0,4,5,1584,8917,0
535103070,1964,172000,2,3,6,1246,12700,0
535105160,1961,98600,0,2,5,1235,8500,0
535125060,1966,226000,2,4,7,2157,14200,0
535150240,1954,118000,0,2,5,1128,9000,0
535150300,1918,235000,1,4,8,3112,25419,512
535151080,1963,135000,0,2,6,1008,9723,0
535151130,1962,132500,0,3,5,1190,7728,0
535152070,1959,143000,1,3,5,1144,8163,0
535152280,1957,132000,1,3,5,1364,8400,0
535176050,1960,145250,0,3,6,1383,11600,0
535177100,1958,162000,1,3,6,1336,9610,0
535178100,1956,148000,1,3,5,1370,10000,0
535179050,1957,141000,1,2,5,1092,14850,0
535180020,1956,153000,1,3,6,1124,10152,0
535180070,1957,134450,1,2,5,1236,10011,0
535301010,1979,135960,2,2,5,943,7032,0
535301150,1954,156000,0,3,6,1050,8092,0
535303050,1954,140000,1,2,6,1375,11310,0
535304020,1952,139500,0,2,5,1008,12778,0
535305120,1951,155000,1,2,6,1575,10170,0
535325130,1956,127000,0,3,5,1145,7700,0
535325340,1956,133500,1,2,5,1005,11050,0
535325350,1955,125000,0,3,5,1056,13600,0
535325450,1951,142000,0,2,5,884,15428,0
535325460,1941,167000,3,3,7,2039,21299,0
535327210,1956,159000,0,2,5,1384,13300,0
535353180,1925,180000,1,5,5,2640,22136,0
535354130,1947,127000,0,3,6,1312,7500,0
535355100,1924,112000,0,2,6,1310,7000,0
535375040,1930,99800,0,2,3,713,10410,0
535376090,1954,117000,0,2,5,833,5400,0
535376100,1921,108480,0,2,5,1073,5400,0
535377070,1929,68000,0,2,3,715,10914,0
535377100,1900,86900,0,1,4,720,7008,0
535379100,1920,120000,1,2,5,1130,10800,0
535380010,1915,155500,1,3,6,1595,7200,0
535380130,1910,80000,1,4,4,1760,10818,0
535381060,1915,105000,0,3,3,1214,10410,0
535382020,1900,160000,1,3,5,2414,10800,0
535382130,1936,170000,1,3,5,1466,10800,0
535401140,1965,160000,1,3,6,1324,8658,0
535402070,1966,159950,1,3,5,1086,13400,0
535402100,1963,165000,1,3,6,1146,10184,0
535402220,1962,159000,1,3,6,1734,9786,0
535402230,1962,147000,0,3,6,1207,9510,0
535403040,1964,115000,0,2,5,912,7800,0
535403150,1959,159500,1,3,6,1194,8910,0
535403200,1959,120000,0,2,6,864,7332,0
535404080,1957,129900,0,2,5,816,7100,0
535425040,1961,183000,2,3,6,1773,10800,0
535425050,1959,157500,1,2,7,1472,11650,0
535425080,1962,277500,2,3,7,2448,18275,0
535426195,1957,207500,2,2,5,1600,16321,0
535450100,1950,147500,0,3,4,1521,12144,0
535450180,1949,135000,0,4,4,1192,10800,0
535451190,1950,109500,0,2,5,1040,7200,0
535451210,1950,109900,0,2,4,1040,7200,0
535453160,1959,133700,0,3,5,1040,7560,0
535454030,1950,81400,0,2,3,1040,8544,0
535454050,1949,87500,0,2,3,1040,8544,0
535454060,1950,93500,0,2,3,1040,8544,0
535456010,1960,119000,0,4,5,1556,8512,0
535456020,1959,141000,0,3,5,1150,7945,0
535457070,1961,146000,0,3,5,1150,7000,0
535477060,1966,155000,1,3,6,1348,7590,0
535478010,1962,134500,0,3,5,999,10205,0
535478070,1962,120000,0,3,7,1045,7400,0
535478090,1962,105000,0,3,5,864,7000,0
535478110,1962,124000,0,3,5,1025,7000,0
902100110,1900,169000,0,5,5,2014,9856,0
902100130,1925,107000,0,3,4,1328,9906,0
902101050,1948,135000,0,3,5,1668,9600,0
902103090,1920,111500,1,4,4,1657,5520,0
902104020,1900,156500,0,3,6,1416,9600,0
902106040,1925,178000,1,3,7,1641,9600,0
902106090,1900,139900,0,4,7,1428,6451,0
902108060,1930,105000,1,2,7,1004,3960,0
902109010,1930,110000,0,2,6,813,5684,0
902110120,1900,111500,0,4,4,1951,7745,0
902110130,1924,108000,0,2,6,1032,7741,0
902111010,1925,111500,0,2,5,844,5633,0
902125020,1880,124000,0,3,5,1750,9000,0
902128020,1950,105000,0,2,4,864,7200,0
902128100,1920,116000,0,2,6,1118,4400,0
902134060,1905,96900,0,2,3,1376,7614,0
902204060,1955,135500,0,3,5,960,6000,0
902204120,1924,139000,0,5,5,1566,6000,0
902206020,1921,61500,0,1,3,492,7830,0
902206090,1945,120000,0,3,6,1182,9576,0
902207080,1955,126175,0,3,3,1163,5820,0
902207110,1920,64000,0,2,3,840,5747,0
902301120,1910,137000,0,4,6,1928,9142,0
902305090,1900,87000,0,4,4,1774,9600,0
902325050,1914,163000,2,2,7,1768,10800,0
902325100,1910,155000,0,5,7,2104,6300,0
902325160,1900,79000,0,3,5,1440,5000,0
902328100,1916,144000,1,3,7,1690,8850,0
902329070,1910,114504,0,3,6,1368,3600,0
902329090,1920,157000,0,4,7,1762,7200,0
902400090,1923,125000,0,4,6,1200,11340,0
902400110,1892,475000,2,4,10,3608,22950,0
902401090,1920,93500,0,2,5,1248,5976,0
902406030,1958,125000,0,3,5,960,9750,0
902456015,1918,64500,0,2,3,1020,4761,0
903200050,1941,100000,2,2,4,788,7446,0
903202120,1939,140200,1,3,6,1577,6435,0
903206160,1924,202500,1,2,6,1827,11737,0
903225090,1947,159000,2,3,6,1664,5000,0
903229040,1939,119900,1,3,5,1118,7800,0
903231070,1934,114500,1,3,6,1176,6240,0
903231190,1936,115000,0,3,5,1344,6240,0
903231220,1930,75000,0,3,3,1162,6120,0
903231240,1925,88000,0,3,5,1015,6120,0
903232170,1947,80500,0,2,4,912,6240,0
903233100,1928,149000,1,3,5,1576,6240,0
903233220,1930,110000,0,3,5,1324,6120,0
903234030,1925,110500,1,2,6,1103,6000,0
903235020,1921,89000,0,2,5,616,6000,0
903236200,1922,113000,1,2,5,1048,6380,0
903400030,1925,109000,0,2,5,816,11672,0
903425190,1962,220000,1,5,6,2486,33120,0
903425340,1970,129000,0,3,4,960,9873,0
903430090,1910,117000,0,2,6,1635,5310,0
903430130,1941,52500,0,2,4,693,4118,0
903451050,1924,107000,0,3,4,1430,10320,0
903452090,1910,116500,0,3,5,1330,7518,0
903454020,1919,72000,0,2,5,819,9000,0
903454080,1937,119500,1,3,6,1376,8600,0
903455090,1938,125500,0,2,5,1360,7200,0
903456060,1922,91000,1,3,3,1077,9786,0
903456090,1935,84500,0,2,6,754,6780,0
903458010,1930,90000,0,3,6,984,7200,0
904100030,1951,137500,1,3,5,1422,12375,0
904100090,1964,150000,0,4,6,1921,11136,0
904100170,1950,131000,1,3,5,1640,21370,0
904101040,1958,130000,0,3,5,1352,6930,0
904301410,1935,125000,1,2,5,1032,8250,0
904302020,1936,80000,0,2,5,879,5220,0
904302030,2004,157000,0,2,7,1073,5500,0
905100030,1963,148000,1,3,4,1382,11235,0
905101330,1967,90000,0,2,4,1296,10791,0
905101450,1963,154500,0,3,6,1068,8414,0
905103130,1967,153600,1,3,5,1064,11327,0
905103140,1966,164500,2,3,5,1320,11777,0
905103180,1964,132000,0,2,6,934,10366,0
905105010,1966,142500,0,3,5,1059,9000,0
905106210,1968,158000,1,3,5,1159,11553,0
905107070,1978,149500,1,3,6,1400,7844,0
905107220,1967,165000,1,3,5,1458,9535,0
905107240,1968,180000,1,3,5,1721,10335,0
905107300,1978,160500,1,3,6,1040,7176,0
905108090,1977,156500,0,6,5,1967,9662,0
905108120,1977,157000,0,6,5,1949,8235,0
905200280,1958,172500,1,4,5,1920,13650,0
905200290,1957,155000,1,3,5,1803,13125,0
905200340,1955,170000,1,3,5,1779,17920,0
905200380,1924,105000,1,2,5,872,17529,0
905200490,1965,145000,0,0,4,960,10246,0
905201090,1956,168000,1,3,5,1437,14175,0
905202190,1967,278000,2,2,7,1830,20355,0
905202210,1963,164000,2,1,5,1000,13050,0
905225080,1953,225000,1,3,7,2287,15593,0
905300010,1971,130000,0,2,5,810,10820,0
905300080,1974,142500,1,3,5,894,13350,0
905351045,1980,148400,0,2,7,1700,1700,0
905351150,1986,190000,1,2,7,1453,5271,0
905402110,1954,146000,1,3,4,1350,9375,0
905403050,1942,128000,2,3,5,1150,6488,0
905426100,1948,225000,0,3,5,2008,7800,0
905426150,1966,274970,1,4,6,2201,19690,738
905427010,1928,235000,2,4,6,2009,19950,0
905427030,1935,415000,2,5,6,3672,19800,0
905427140,1962,182000,1,3,5,1560,11679,0
905451050,1952,135000,1,3,5,1488,12048,0
905451410,1955,137000,0,3,5,1057,10519,0
905452140,1954,136900,0,4,6,1855,9525,0
905452150,1953,149900,0,5,6,1609,9525,0
905475150,1952,123500,0,2,5,1148,6420,0
905477010,1954,93000,1,3,5,1124,8335,0
905480160,1948,91500,1,4,5,1456,7585,0
906202040,1985,180000,1,3,6,1298,11200,0
906204180,1989,209000,1,4,6,2559,12128,0
906223180,1993,215000,1,3,8,1911,9554,0
906225180,1993,224500,0,2,6,1440,9069,0
906380110,2005,229800,0,3,7,1876,11003,0
906380150,2005,183600,0,2,7,1208,7488,0
906380170,2006,194000,0,2,7,1220,7406,0
906380180,2006,193879,1,2,7,1294,6762,0
906382030,2005,221500,0,3,7,1614,11210,0
906382040,2006,204900,0,2,7,1498,8990,0
906382050,2006,239799,0,3,7,1962,8760,0
906392090,2006,233555,1,3,6,1846,13377,0
906392100,2005,260000,0,3,7,1734,11645,0
906392120,2005,294900,0,2,8,1590,11645,0
906394010,2005,209700,0,3,7,1809,10984,0
906394040,2005,225000,1,3,7,1614,9316,0
906394060,2005,181000,0,3,7,1596,9316,0
906420020,1992,220000,1,3,8,1915,10041,0
906426090,1964,190000,0,4,5,1582,36500,0
906475050,1969,180000,2,1,6,988,21453,0
906475200,1975,280000,2,2,7,1533,70761,0
906476140,1968,158900,1,3,6,1388,12000,0
907125020,1996,148000,0,2,5,914,8846,0
907125080,1996,145000,0,3,5,1100,13015,0
907130110,1995,187000,1,3,6,1499,12438,0
907131070,1998,193000,0,3,7,1425,8685,0
907135230,1995,156000,0,3,5,990,13568,0
907175030,2000,235000,0,3,7,1525,9100,0
907175060,1997,217000,0,3,6,1494,9236,0
907180120,1999,214000,0,3,7,1588,10264,0
907181090,1999,196000,0,3,7,1749,9272,0
907187010,1999,217000,1,3,7,1779,13426,0
907192010,2002,200000,0,3,7,1861,13450,0
907194130,2002,192500,1,3,7,1776,14006,0
907196020,2001,205000,1,3,7,1541,13704,0
907200170,1976,132500,0,3,5,954,10780,0
907201160,1977,157500,0,3,6,1388,8340,0
907201230,1978,174000,0,3,6,1282,10385,0
907202140,1969,128500,1,3,5,971,9920,0
907203010,1972,128500,0,3,5,864,9560,0
907203040,1972,149900,0,3,5,894,9800,0
907227090,1972,119900,0,3,5,864,7200,0
907230240,1993,137000,0,3,6,1320,3612,0
907251100,2002,255000,1,3,8,1989,11367,0
907252050,2002,222000,0,3,7,1762,9930,0
907254050,1999,214000,1,3,6,1755,9468,0
907255010,2002,220000,1,1,8,1358,11088,0
907255050,2001,275000,1,3,8,1787,14781,0
907262080,2002,197000,0,4,7,1909,8726,0
907265030,2002,230000,0,3,7,1654,8125,0
907270050,1999,268500,1,3,8,2214,10566,0
907275030,1996,210900,1,4,7,2049,21533,0
907285010,1998,227000,1,3,7,1939,11250,0
907285100,1995,237000,1,4,7,1995,11250,0
907290020,1998,274300,1,3,7,2097,9750,0
907290080,2004,216837,1,3,7,1836,9100,0
907290160,2003,133000,0,1,6,848,4435,0
907290230,2004,155900,1,1,6,848,4435,0
907290260,2006,233230,1,3,8,1919,15611,0
907401050,2003,207000,0,3,7,1390,8810,0
907401080,2004,195000,1,4,7,1948,12393,0
907405030,2003,200000,0,3,6,1700,9135,0
907410040,2006,203160,0,3,7,1737,8581,0
907410100,2005,195800,0,3,7,1611,8400,0
907410110,2005,212900,0,3,7,1552,10084,0
907412010,2004,196500,0,3,7,1720,11645,0
907414040,2005,198000,0,3,7,1336,8772,0
907418020,2005,173900,0,3,6,1500,8846,0
907420070,2005,163990,1,3,6,1456,8461,0
907420090,2005,164990,1,3,7,1310,8767,0
908102020,1910,98000,0,3,4,1436,8777,0
908102320,1959,149900,2,3,5,1466,17755,0
908102330,1951,102000,0,2,4,1220,8877,0
908103310,1975,127500,0,4,6,1012,7840,0
908103320,1975,127500,0,4,6,980,9400,0
908127050,1969,119900,0,2,5,1176,16133,0
908128100,2003,196500,1,3,7,1724,7162,0
908130020,2002,117250,0,2,6,914,8050,0
908178050,2003,229000,1,3,7,2314,11060,0
908186060,2005,145000,0,2,5,1072,3675,0
908186070,2005,140000,0,2,6,1072,3675,0
908186090,2005,142500,0,2,6,1072,3675,0
908188110,2004,134000,0,3,7,1709,2522,0
908188120,2004,130000,0,3,7,1709,2522,0
908188130,2004,130000,0,3,6,1709,2522,0
908188140,2004,137500,0,3,7,1709,2522,0
908188150,2004,130000,0,3,7,1708,3363,0
908225180,1948,97900,0,3,4,936,6956,0
908227010,1915,92000,0,3,6,1338,7822,0
908227030,1924,107000,0,4,4,1669,8707,0
908227040,1910,81000,0,5,5,1184,8410,0
908228040,1924,104900,0,4,5,1221,9738,0
908275220,1955,115000,0,2,5,864,8172,0
908275290,1954,125000,1,3,4,1482,16012,0
909101050,1918,116000,0,3,5,1250,8248,0
909101080,1922,83000,1,3,4,1414,8248,0
909101190,1912,118500,0,5,4,2230,6204,0
909101330,1922,35000,0,1,2,498,8088,0
909103020,1910,121000,0,3,4,1273,11388,0
909131125,1916,160000,0,5,5,1928,7082,0
909175030,1940,140000,2,2,6,1595,8400,0
909176180,1938,137000,0,3,5,1551,10890,0
909201180,1945,128000,0,3,6,1340,6430,0
909250070,1926,160000,2,3,7,1479,7000,0
909250120,1914,138887,0,4,5,1784,13132,0
909250200,1920,149000,0,3,6,1510,4899,0
909250210,1926,102000,0,4,5,1522,6000,0
909253080,1919,167000,1,4,7,1636,9399,0
909254070,1920,200100,1,4,7,1802,7588,0
909256010,1939,131000,2,3,5,1465,10164,0
909256020,1941,112000,0,4,5,1288,6191,0
909275230,1915,140000,1,3,7,1717,9550,0
909275250,1920,195000,1,3,6,1550,21780,0
909276010,1929,230000,2,3,8,1517,11435,0
909276070,1940,194000,1,2,5,1717,12400,0
909279040,1922,137500,1,2,4,1180,11600,0
909280030,1936,250000,1,3,7,2057,11500,0
909280070,1929,218000,1,4,7,1671,8170,0
909281010,1932,239000,1,4,6,2345,16560,0
909282060,1932,199500,2,3,7,1609,12320,0
909282110,1930,210000,1,3,6,1801,14210,0
909425120,1956,230000,1,2,6,1811,14115,0
909425180,1977,217500,1,3,5,1647,12984,0
909426060,1950,257000,3,4,5,2315,15600,0
909428110,1953,157000,2,2,5,1336,15750,0
909475020,1969,223000,1,3,6,1844,16381,0
910200020,1942,102000,0,2,5,976,7288,0
910200060,1926,145400,0,3,6,1285,7000,0
910203100,1925,72000,0,2,4,672,8534,0
910203230,1925,85000,0,2,4,641,7030,0
910207110,1936,106500,0,2,4,951,8765,0
910226060,1957,139000,0,4,6,1638,9060,0
911175360,1920,108000,0,3,4,1336,11040,0
911175410,1945,51689,0,2,3,729,12366,0
911175430,1949,35311,0,1,2,480,9000,0
911175440,1951,115000,0,4,5,1396,9000,0
911225110,1916,78000,0,2,3,936,8520,0
911370430,2005,375000,1,2,8,1778,5748,0
911370530,2004,300000,1,2,8,1646,3842,0
913350030,1979,242500,1,3,6,1625,23580,0
914452060,1978,145000,0,4,6,1664,8385,0
914474020,2001,209000,0,3,8,1491,9116,0
914476050,1977,135000,0,2,6,1004,10530,0
914476130,1975,148000,0,3,6,1210,11080,0
914476500,1988,171000,0,5,7,1959,11070,0
916225130,1989,335000,2,4,7,2519,26178,0
916252170,1986,230000,0,2,7,1295,8239,0
916325040,1958,250764,2,2,6,1650,50102,0
916326010,1981,228000,1,2,8,1707,16669,0
916402125,1987,176000,1,2,6,1137,13811,0
916403020,1990,180000,1,2,7,1339,8049,0
916403130,1990,250000,0,4,7,2514,11170,0
916460070,2000,202000,0,2,6,1403,8098,0
916475100,2002,312500,1,3,8,1800,14331,0
916477010,2005,320000,2,3,8,1960,13618,0
921205030,2005,369900,2,2,8,2028,11443,0
921205050,2005,359900,1,3,9,1838,11577,0
923125030,1951,81500,0,3,1,1600,31250,0
923202025,1997,215000,0,2,7,1368,7020,0
923203090,1998,164000,0,2,6,1216,4500,0
923203100,1998,153500,0,2,6,1337,4500,0
923205120,2006,84500,0,3,5,1140,17217,0
923225190,1977,104500,1,3,5,1304,2665,0
923225240,1977,127000,1,4,5,1475,2665,0
923225260,1973,151400,1,5,6,2521,3964,0
923225510,1968,126500,0,3,5,874,10172,0
923226150,1970,146500,0,4,5,1652,11836,0
923226180,1970,73000,0,1,4,630,1470,0
923226290,1972,79400,0,3,4,1092,1484,0
923227100,1969,140000,1,3,5,1360,13384,0
923228130,1970,92000,0,1,5,630,1533,0
923228180,1970,87550,0,3,4,1092,1533,0
